Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI MANDACARU,53017803,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QR 204 CJ 11 LT 1, 01 SAMAMBAIA. 72316-096 Brasília - DF.",(61) 996400148,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.86974667,-48.08371167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI ALGODAO-DO-CERRADO,53017811,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QS 617- AREA ESPECIAL 02, SAMAMBAIA NORTE SAMAMBAIA. 72333-500 Brasília - DF.",(61) 994107906,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.87701773,-48.11726088
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL COC JARDIM BOTANICO,53017820,DF,Brasília,Urbana,Área onde se localizam povos e comunidades tradicionais,Privada,"COND ESTANCIA JARDIM BOTANICO II LT B2, JARDIM BOTANICO. 71680-390 Brasília - DF.",(61) 71680390,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",Atividade Complementar,-15.8799305,-47.8130913
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI RAPOSA-DO-CERRADO,53017838,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QS 415 AE 01, SAMAMBAIA. 72323-530 Brasília - DF.",(61) 36862834,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.88240023,-48.11355432
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI 03 DE BRAZLANDIA,53017846,DF,Brasília,Rural,A escola não está em área de localização diferenciada,Pública,"DCAG ROD DF 180 KM 6 INCRA 6, BRAZLANDIA. 72772-010 Brasília - DF.",(61) 33308667,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,Atividade Complementar,-15.72911752,-48.19197256
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CIL DO RIACHO FUNDO II,53017854,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QN 8C AREA ESPECIAL, RIACHO FUNDO II. 71880-130 Brasília - DF.",(61) 33182397,Estadual,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-15.89661693,-48.04956676
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL OBJETIVO DF - UNIDADE VI,53017862,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QS 401 CJ C LTS 1 E 2, SAMAMBAIA. 72319-523 Brasília - DF.",(61) 40427471,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.87161508,-48.09377069
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL OBJETIVO DF - UNIDADE V,53017870,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"SRIA QE 38 AE 8 LT C, 8 GUARA II. 71070-637 Brasília - DF.",(61) 33726500,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.84646,-47.97075
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL OBJETIVO ASA NORTE,53017897,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"SHCGN QD 706 CJ A BL A E B, S/ N BRASILIA. 70740-701 Brasília - DF.",(61) 37726500,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL OBJETIVO DF - UNIDADE III,53017900,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QI 21 LOTE 18,20, 22 A 26, SETOR INDUSTRIAL TAGUATINGA. 72135-210 Brasília - DF.",(61) 37726500,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.80875979,-48.09406113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CIES C DE INOVACAO EDUCACIONAL EM SAUDE,53017919,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"C1 LT 5 SL 101,102, 201 E 202, 05 TAGUATINGA. 72010-010 Brasília - DF.",(61) 30538555,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Profissional,,-15.83076553,-48.05274588
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ZIGUE ZAR,53017927,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"SMPW QD 5 CJ 13 LT 1 FRACAO F, PARK WAY. 71735-513 Brasília - DF.",(61) 30533545,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-15.82559675,-48.0085419
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO PEZINHO NO CHAO,53017951,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"SMPW QD 5 CJ 13 LT 1A E B, PARK WAY. PARK WAY. 71735-513 Brasília - DF.",(61) 32044608,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CORRE COTIA EDUCACAO INFANTIL,53017978,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QNL 23 CJ D LT, 17 TAGUATINGA. 72152-304 Brasília - DF.",(61) 34754191,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SOCIEDADE ANCHIETA DE EDUCACAO INTEGRAL,53017986,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QN 304 CONJUNTO 01 LOTE 02, SAMAMBAIA SUL. 72306-001 Brasília - DF.",(61) 30381236,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.87645833,-48.08198167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO BRASILEIRO INTEGRADO DE EDUCACAO - CBIE,53018010,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 104 LOTE 17 LOJA 1 SALAS 101,102, 201 E 202, RECANTO DAS EMAS. 72600-400 Brasília - DF.",(61) 34341414,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,,-15.90322614,-48.07124528
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL SURSUM CORDA,53018044,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QSC 5, 06 AREA ESPECIAL. TAGUATINGA SUL TAGUATINGA. 72016-050 Brasília - DF.",(61) 35546880,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.83924869,-48.06353706
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INEPROTEC - INST DE ENSINO PROFISSIONALIZANTE E TECNICO,53018052,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 101 CONJUNTO 2 LOTE 1, 1 RECANTO DAS EMAS. 72600-102 Brasília - DF.",(61) 30820505,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,Educação Profissional,,-15.90055803,-48.05598094
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,C EDUCACIONAL EDUKMAIS,53018087,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QI 05 LOTE 40 SETOR INDUSTRIAL, GAMA. 72445-050 Brasília - DF.",(61) 33385493,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INST SANTA RITA,53018109,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 3A CONJUNTO A, LOTE 14. ARAPOANGA PLANALTINA. 73368-120 Brasília - DF.",(61) 34894571,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.6344417,-47.65105993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EMI - ESC MULTI-INTEGRAL,53018117,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA SMPW QUADRA 5 CONJUNTO 14 LOTE 1, 01 SETOR DE MANSOES PARK WAY. 71735-514 Brasília - DF.",(61) 33823646,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.82343663,-48.00959998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA VINCIT,53018125,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA SEGUNDA AVENIDA AREA ESPECIAL 10, 02 BLOCO 02. NUCLEO BANDEIRANTE. 71715-070 Brasília - DF.",(61) 33673406,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.87495714,-47.97914992
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA EVANGELICA REI DAVI,53018133,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QS 14 CONJUNTO 03 LOTE 21, RIACHO FUNDO II. 71884-516 Brasília - DF.",(61) 34041898,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL RECREIO,53018141,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA RUA 05 CHACARA 101 LOTES 35 E 35 A, SETOR HABITACIONAL VICENTE PIRES. 72007-260 Brasília - DF.",(61) 35514988,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.79787919,-48.01470521
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CEUDE BRASILIA,53018150,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QRSW 7 COMERCIO LOCAL S/N, 1 SETOR SUDOESTE. 70675-750 Brasília - DF.",(61) 30321919,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL BIANGULO IV,53018214,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"AV DAS ARAUCIRIAS QD 201 LOTE 455, 455 AGUAS CLARAS. 71937-540 Brasília - DF.",(61) 34752121,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.83759833,-48.0119
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,C DE EDUC PROFISSIONAL SENAC TECNOLOGIA DO TURISMO E HOSPITALIDADE,53018222,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA SEPS 703/903, ASA SUL. 70390-039 Brasília - DF.",(61) 37739639,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-15.79686215,-47.8901093
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UP 10 EDUCACIONAL - ESC TECNICA - FBR,53018249,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"CL 417 LOTE E, SANTA MARIA. 72547-240 Brasília - DF.",(61) 41418050,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-16.0112666,-47.98923984
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC SAO FRANCISCO DE SALES,53018257,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD EQ 09/10 LT C S/N, JARDIM BOTANICO 3. JARDIM BOTANICO. 71681-515 Brasília - DF.",(61) 986338667,Privada,Confessional,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.88673011,-47.80138099
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL BIANGULO V,53018265,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QE 4 AE C, S/N GUARA. 71010-633 Brasília - DF.",(61) 998758903,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.81490184,-47.98593183
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL IDEAL UNIDADE JARDIM BOTANICO,53018273,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA DO SOL QD9 AE 5, 05 AREA ESPECIAL. JARDIM BOTANICO. 71680-370 Brasília - DF.",(61) 32545760,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.87307347,-47.80159988
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INST EDUCACIONAL PINTANDO O SETE,53018281,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"ENGENHO VELHO QD 2, CAIXA DE AGUA. FERCAL. 73150-010 Brasília - DF.",(61) 34541406,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.6037126,-47.86978461
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MAANAIM,53018290,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD 6 CJ H LT 1, VARJAO. 71555-214 Brasília - DF.",(61) 34684696,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDUC MAIS E CONEXAO SAUDE,53018303,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD 408 CJ E LT 3, 208 SEGUNDO ANDAR. SAMAMBAIA NORTE. 72318-585 Brasília - DF.",(61) 30217400,Privada,Particular,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-15.8635,-48.07954
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CIP - COL INTEGRADO POLIVALENTE - SEDE I,53018311,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"MOD I LT 20 - 24, 24 RESIDENCIAL. SANTA MARIA. 72580-100 Brasília - DF.",(61) 30378850,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-16.04953291,-47.99078653
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL DIGITAL,53018320,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA DE ATIVIDADES 2 LOTE 4, 4 JARDINS MANGUEIRAL. 70297-400 Brasília - DF.",(61) 30311550,Privada,Particular,Não,Em Tramitação,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC DO RE MI,53018346,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD 301 CJ 1 LT 10 CJ 3 LT 2,4,6, 8 E 9 AV PAGUAS 4 LT 9, AGUAS CLARAS. 71901-320 Brasília - DF.",(61) 32572701,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.82898624,-48.01286709
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,C DE EDUC INF TOCANDO O MUNDO,53018354,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"AE 19 LADO OESTE SETOR CENTRAL, 19 GAMA. 72405-125 Brasília - DF.",(61) 33844922,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.01360904,-48.06852213
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CLASSE JUSCELINO KUBITSCHEK - SOL NASCENTE,53018362,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QD 500 AE 1 TR 1 SHSN, 01 SUBJUDICE- CEILANDIA. SOL NASCENTE / POR DO SOL. 72236-800 Brasília - DF.",(61) 996457917,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.83328021,-48.13200421
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI PAPAGAIO,53018370,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"EQNP 6/10 AE ST P SUL, CEILANDIA. 72230-500 Brasília - DF.",(61) 981914289,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.83513232,-48.11708169
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI AZULAO,53018389,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QN 425 AE 2, 02 SAMAMBAIA. 72327-502 Brasília - DF.",(61) 985272587,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.8839259,-48.1272838
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI BAMBU,53018397,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QR 208 CJ 19 LT 1, 01 SAMAMBAIA. 72316-120 Brasília - DF.",(61) 30246758,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.86736667,-48.07715852
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO DE ENSINO INTEGRAL LTDA,53018486,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"EQNM 5/7 S/N AREA ESPECIAL A, CEILANDIA. 72215-540 Brasília - DF.",(61) 30551110,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.83124919,-48.10006377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INST EDUCACIONAL DOM LEOLINO E IRMA CECILIA LUVIZOTTO,53018508,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"RESIDENCIAL MORRO DA CRUZ, 12 RESIDENCIAL MORRO DA CRUZ SAO SEBASTIAO. 71693-500 Brasília - DF.",(61) 994241376,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.9158662,-47.76960184
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC VILA VERDE,53018516,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"FAZ TABOQUINHA MATA DA ANTA CH 28, SAO SEBASTIAO. 71680-620 Brasília - DF.",(61) 34271957,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.86958799,-47.81206188
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI PERIQUITO,53018524,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QS 607 AREA ESPECIAL, 1 SAMAMBAIA. 72331-540 Brasília - DF.",(61) 30603944,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.87299607,-48.10472181
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO COC SUDOESTE,53018532,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"EQSW 101/102 LOTE 1, 1 SUDOESTE. 70670-150 Brasília - DF.",(61) 40427155,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.80008727,-47.92072833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEPI BEM-TE-VI,53018540,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QS 409 AREA ESPECIAL N 3, 03 SAMAMBAIA NORTE SAMAMBAIA. 72321-530 Brasília - DF.",(61) 33597443,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.87738148,-48.10300595
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL JARDIM GETSEMANI,53018559,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD 1 CONJ N LT 17 E 19, 17/19 RUA DA PAZ. ITAPOA I. 71596-192 Brasília - DF.",(61) 34881608,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI 05 DE SAO SEBASTIAO,53018567,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QD 08 LT C AV DAS PAINEIRAS JARDIM BOTANICO, 08 JARDIM BOTANICO. SAO SEBASTIAO. 71681-445 Brasília - DF.",(61) 992205797,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-15.88404141,-47.8043549
